Population,Latitude,Longitude,Year_start,Year_end,Temperature,Sex,Replicate_vial,Wing_thorax_ratio
Bowen,-19.97,148.22,2008,2008,29,female,1,2.18
Bowen,-19.97,148.22,2008,2008,29,female,1,2.16
Bowen,-19.97,148.22,2008,2008,29,female,2,2.07
Bowen,-19.97,148.22,2008,2008,29,female,2,1.98
Bowen,-19.97,148.22,2008,2008,29,female,2,1.99
Bowen,-19.97,148.22,2008,2008,29,female,2,2.06
Bowen,-19.97,148.22,2008,2008,29,female,2,2.07
Bowen,-19.97,148.22,2008,2008,29,female,2,2.04
Bowen,-19.97,148.22,2008,2008,29,female,2,2.04
Bowen,-19.97,148.22,2008,2008,29,female,2,2.08
Bowen,-19.97,148.22,2008,2008,29,female,2,2.12
Bowen,-19.97,148.22,2008,2008,29,female,3,2.09
Bowen,-19.97,148.22,2008,2008,29,female,3,2.02
Bowen,-19.97,148.22,2008,2008,29,female,3,2.07
Bowen,-19.97,148.22,2008,2008,29,female,3,2.09
Bowen,-19.97,148.22,2008,2008,29,female,3,2.08
Bowen,-19.97,148.22,2008,2008,29,female,3,2.11
Bowen,-19.97,148.22,2008,2008,29,female,3,2.04
Bowen,-19.97,148.22,2008,2008,29,female,3,2.11
Bowen,-19.97,148.22,2008,2008,29,female,3,2.10
Bowen,-19.97,148.22,2008,2008,29,female,3,2.10
Bowen,-19.97,148.22,2008,2008,29,male,1,2.04
Bowen,-19.97,148.22,2008,2008,29,male,1,2.20
Bowen,-19.97,148.22,2008,2008,29,male,1,2.14
Bowen,-19.97,148.22,2008,2008,29,male,1,2.16
Bowen,-19.97,148.22,2008,2008,29,male,1,2.00
Bowen,-19.97,148.22,2008,2008,29,male,1,2.09
Bowen,-19.97,148.22,2008,2008,29,male,1,2.15
Bowen,-19.97,148.22,2008,2008,29,male,1,2.03
Bowen,-19.97,148.22,2008,2008,29,male,1,2.13
Bowen,-19.97,148.22,2008,2008,29,male,1,2.12
Bowen,-19.97,148.22,2008,2008,29,male,2,2.17
Bowen,-19.97,148.22,2008,2008,29,male,2,2.07
Bowen,-19.97,148.22,2008,2008,29,male,2,2.15
Bowen,-19.97,148.22,2008,2008,29,male,2,2.03
Bowen,-19.97,148.22,2008,2008,29,male,2,2.11
Bowen,-19.97,148.22,2008,2008,29,male,2,2.11
Bowen,-19.97,148.22,2008,2008,29,male,2,2.10
Bowen,-19.97,148.22,2008,2008,29,male,2,2.13
Bowen,-19.97,148.22,2008,2008,29,male,2,2.09
Bowen,-19.97,148.22,2008,2008,29,male,2,2.11
Bowen,-19.97,148.22,2008,2008,29,male,3,2.10
Bowen,-19.97,148.22,2008,2008,29,male,3,2.03
Bowen,-19.97,148.22,2008,2008,29,male,3,2.20
Bowen,-19.97,148.22,2008,2008,29,male,3,2.04
Bowen,-19.97,148.22,2008,2008,29,male,3,2.09
Bowen,-19.97,148.22,2008,2008,29,male,3,2.13
Bowen,-19.97,148.22,2008,2008,29,male,3,2.15
Bowen,-19.97,148.22,2008,2008,29,male,3,2.05
Bowen,-19.97,148.22,2008,2008,29,male,3,2.08
Bowen,-19.97,148.22,2008,2008,29,male,3,2.06
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.34
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.26
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.29
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.23
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.26
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.31
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.30
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.29
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.31
Rockhampton,-23.40,150.48,2008,2008,18,female,1,2.37
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.36
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.33
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.39
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.28
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.22
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.39
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.39
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.32
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.36
Rockhampton,-23.40,150.48,2008,2008,18,female,2,2.27
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.31
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.28
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.35
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.31
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.33
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.33
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.32
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.20
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.36
Rockhampton,-23.40,150.48,2008,2008,18,female,3,2.41
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.33
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.29
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.26
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.45
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.42
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.41
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.27
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.30
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.39
Rockhampton,-23.40,150.48,2008,2008,18,male,1,2.41
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.26
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.30
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.31
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.25
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.46
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.39
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.35
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.25
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.43
Rockhampton,-23.40,150.48,2008,2008,18,male,2,2.38
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.32
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.30
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.35
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.32
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.36
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.44
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.35
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.32
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.28
Rockhampton,-23.40,150.48,2008,2008,18,male,3,2.34
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.18
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.21
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.00
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.12
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.10
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.14
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.09
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.05
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.06
Rockhampton,-23.40,150.48,2008,2008,25,female,1,2.15
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.14
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.05
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.10
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.10
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.16
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.20
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.12
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.14
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,2,2.07
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.15
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.25
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,female,3,2.09
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.10
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.15
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.11
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.05
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.07
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.03
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.06
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.18
Rockhampton,-23.40,150.48,2008,2008,25,male,1,2.18
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.05
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.13
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.07
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.02
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.11
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.06
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.25
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.13
Rockhampton,-23.40,150.48,2008,2008,25,male,2,2.06
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.21
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.34
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.27
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.19
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.13
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.17
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.19
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.03
Rockhampton,-23.40,150.48,2008,2008,25,male,3,2.11
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.01
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.16
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.10
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.16
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.26
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.01
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.11
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.04
Rockhampton,-23.40,150.48,2008,2008,29,female,1,1.98
Rockhampton,-23.40,150.48,2008,2008,29,female,1,2.12
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.08
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.06
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.13
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.11
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.05
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.13
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.14
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.05
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.11
Rockhampton,-23.40,150.48,2008,2008,29,female,2,2.09
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.09
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.10
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.10
